-0.03303708561566383,-0.04747626943240481
-0.02039820425132457,-0.0634701457453637
-0.025138870728367325,-0.05725433411993832
-0.029511791978670876,-0.043631101556774694
-0.025792869275981335,-0.045304695824960634
-0.02482720093204163,-0.06191368934233115
-0.03177907184049686,-0.058368364201622946
-0.039418910946450704,-0.03392036448398556
-0.017739564905114268,-0.06249784290731755
-0.020268827163981953,-0.05378893340900409
-0.023875191395358507,-0.052701465641450645
-0.019335690404180133,-0.06675335183841045
-0.013773618557457436,-0.07607843291536125
-0.022081960505508903,-0.06486597879413773
-0.009541548258741135,-0.08910470934296416
-0.03460569254851505,-0.06251423119231969
-0.01962674005153853,-0.06447695734803073
-0.0253009855537243,-0.052158912440321996
-0.023644446323856816,-0.06390587874985966
-0.035996741672159945,-0.04598393453288711
-0.019610522799733857,-0.07910786215560585
-0.01931863359188595,-0.08627175208499437
-0.01976121051448732,-0.07510804213636392
-0.005185256589731983,-0.09669754851164304
-0.025718142269702416,-0.07059652133101799
-0.015986819964106027,-0.08181753389421743
-0.003715198912557636,-0.0719961979870466
-0.018991300025593332,-0.07231685922290446
-0.01814766743795423,-0.07996347596027469
-0.033318629104287435,-0.06376515013529199
-0.023883498587310262,-0.0622375817376288
-0.027797237359789496,-0.07150301787771954
-0.009668952930387826,-0.09213645122913633
-0.026919923724383562,-0.06685739910319702
-0.031001074955373943,-0.042638773169753126
-0.01728103564606383,-0.06607293925745523
-0.015302525638616534,-0.08090048212945214
-0.013305938328009213,-0.07120266542968734
-0.01697042655657807,-0.07417835533112357
-0.02722821537071711,-0.06850810535879659
-0.019522560318275976,-0.07078289782815032
-0.02349725266584781,-0.07313222377280314
-0.02961614517697958,-0.047220320474504
-0.021565237772737427,-0.07715836627985859
-0.02780621702002852,-0.05461640202014932
-0.029857664287109762,-0.06667891743317582
-0.010252349533642773,-0.09224428925168704
-0.021250200923200877,-0.04828295596390901
-0.0284095044776758,-0.06571946298230595
-0.02861117472862598,-0.06176268276293514
-0.019366066445278135,-0.08313521847127037
-0.013101599665359169,-0.0729149638808807
-0.031391416030089325,-0.05072187704378439
-0.033898920876496576,-0.03746244404412638
-0.023595040810209418,-0.07453443835041845
-0.014421414735411838,-0.09147698357106068
-0.02199541589993693,-0.059894186933153085
-0.016052145502104473,-0.08101090409391519
-0.025098100390688386,-0.0760703473865041
-0.028848059703827415,-0.06341423517391825
-0.015017257120543026,-0.08188192210210546
-0.03472329625854335,-0.051160248085938505
-0.014261257111650159,-0.06784871552878444
-0.020106760121519948,-0.06550267808968925
-0.03528852384564012,-0.04518483331368118
-0.03334260158796482,-0.0413846724630049
0.028075183235929054,-0.02944730157184733
-0.023426319811793588,-0.05581739792814874
-0.0187244416749854,-0.06830823561133523
-0.03082068825602617,-0.058856128248871264
-0.03489448103685132,-0.058965814518057116
-0.009149207063009302,-0.07762999793292068
-0.03138986970939899,-0.049455242550264226
-0.017623682940403635,-0.0605020048466929
-0.027912115396559196,-0.07121178523787526
-0.027648866879168267,-0.03777584798205462
-0.01845957542648037,-0.047739760408536905
-0.01795209974760907,-0.07115438833115109
-0.0216232446445624,-0.054239277540248584
-0.02516709135978477,-0.0618076805823806
-0.03141138029797873,-0.052684800984722044
-0.029623804675900436,-0.08242769677815508
-0.004560162202340724,-0.07484076561390124
-0.022622571364551595,-0.07274160016100974
-0.027712311788884874,-0.04945958294346801
-0.02528858725508997,-0.06727974121370005
-0.023824044127018093,-0.0654005052288419
-0.027250289028074973,-0.06918311052453163
-0.030028892477241127,-0.04888684085246812
-0.0255161504240161,-0.056750543047384666
0.001974927480762964,-0.08578909324849111
-0.025413660982725277,-0.07721475707804455
-0.01620043555427354,-0.08445220661226382
-0.02783896196915154,-0.0642428931503223
-0.012063329991598171,-0.07156497332591277
